Search_Tgt,Target_name,RA(J2000),Dec(J2000),NAIF_ID,Instrument/Mode,AORKEY,AOR_label,reqbegintime,reqendtime,progid,PI
GRB160325A,SMC2-XAGB-2-CL,14.860271,-72.394889,,IRAC Map PC,50027520,SMC2-IRACPC-0002-ep5,2014-11-02 04:35:40,2014-11-02 04:42:39,10154,"Sargent, Benjamin"
GRB160325A,SMC2-XAGB-2-CL,14.860271,-72.394889,,IRAC Map PC,50029312,SMC2-IRACPC-0002-ep3,2014-09-02 20:57:33,2014-09-02 21:04:30,10154,"Sargent, Benjamin"
GRB160325A,SMC-2s-1-CL-nosub,12.776167,-73.276639,,IRAC Map PC,58421504,SMC3-IRACPC-0001-ep5,2016-08-21 02:10:03,2016-08-21 02:22:35,12097,"Sargent, Benjamin"
GRB160325A,SMC-2s-1-CL-nosub,12.776167,-73.276639,,IRAC Map PC,58423040,SMC3-IRACPC-0001-ep2,2016-01-27 18:29:34,2016-01-27 18:42:10,12097,"Sargent, Benjamin"
GRB160321A,206.06261GLIMPSE,99.25063,5.871884,,IRAC Map PC,41574144,l206.06261-00.52000.20101216,2010-12-22 13:56:07,2010-12-22 15:00:07,61071,"Whitney, Barbara A"
GRB160321A,206.37465GLIMPSE,99.394635,5.594701000000001,,IRAC Map PC,41584384,l206.37465-00.52000.20101216,2010-12-22 20:28:24,2010-12-22 21:32:23,61071,"Whitney, Barbara A"
GRB160314A,GRB160314A,112.79054199999999,16.999639000000002,,IRAC Map PC,63314688,GRB160314A,2018-02-15 18:41:05,2018-02-15 19:10:15,13104,"Perley, Daniel A"
GRB160313A,GRB160313A,183.7965,57.283471999999996,,IRAC Map PC,63315456,GRB160313A,2018-02-27 20:51:29,2018-02-27 23:01:00,13104,"Perley, Daniel A"
GRB160303A,GRB160303A,168.7005,22.742389000000003,,IRAC Map PC,63315712,GRB160303A,2017-08-13 22:25:13,2017-08-13 23:29:58,13104,"Perley, Daniel A"
GRB160228A,GRB160228A,107.315917,26.931611,,IRAC Map PC,62085632,GRB160228A,2017-06-29 01:34:58,2017-06-29 02:39:43,13104,"Perley, Daniel A"
GRB160227A,GRB160227A,194.8075,78.679194,,IRAC Map PC,62085376,GRB160227A,2018-01-29 09:14:27,2018-01-29 12:33:05,13104,"Perley, Daniel A"
GRB160223A,GRB160223A,147.59725,9.369167,,IRAC Map PC,62085120,GRB160223A,2017-02-27 20:00:18,2017-02-27 21:05:03,13104,"Perley, Daniel A"
GRB160203A,GRB160203A,161.951458,-24.788833,,IRAC Map PC,62084864,GRB160203A,2017-09-22 21:22:30,2017-09-23 01:47:01,13104,"Perley, Daniel A"
GRB160131A,GRB160131A,78.168,-7.049861,,IRAC Map PC,62084608,GRB160131A,2016-12-28 10:21:09,2016-12-28 11:05:17,13104,"Perley, Daniel A"
GRB160127A,GRB160127A,225.982333,0.072917,,IRAC Map PC,62084352,GRB160127A,2017-06-07 09:29:39,2017-06-07 10:34:23,13104,"Perley, Daniel A"
GRB160123A,GRB160123A,150.312667,-33.775222,,IRAC Map PC,62084096,GRB160123A,2017-04-23 00:08:37,2017-04-23 01:13:22,13104,"Perley, Daniel A"
GRB160123A,GRB160123A,150.312667,-33.775222,,IRAC Map PC,63313152,GRB160123A - ch2,2017-09-12 17:50:42,2017-09-12 18:55:27,13104,"Perley, Daniel A"
GRB160119A,GRB160119A,211.922292,20.461139000000003,,IRAC Map PC,62083840,GRB160119A,2017-10-25 13:54:09,2017-10-25 14:58:54,13104,"Perley, Daniel A"
GRB160117B,GRB160117B,132.19475,-16.366667,,IRAC Map PC,65630976,GRB160117B,2018-09-04 09:26:16,2018-09-04 10:10:26,13104,"Perley, Daniel A"
GRB160117A,GRB160117A,20.367417,-0.655389,,IRAC Map PC,62083584,GRB160117A,2017-10-18 17:03:12,2017-10-18 18:07:56,13104,"Perley, Daniel A"
GRB160117A,SHELA-shela-28-ep1,20.495832999999998,-0.8805559999999999,,IRAC Map PC,42830080,IRACPC-SHELA-shela-28-ep1,2011-10-04 14:07:30,2011-10-04 16:49:40,80100,"Papovich, Casey"
GRB160117A,SHELA-shela-28-ep3,20.529167,-0.8805559999999999,,IRAC Map PC,42829056,IRACPC-SHELA-shela-28-ep3,2012-10-04 01:02:20,2012-10-04 03:43:37,80100,"Papovich, Casey"
GRB160117A,SHELA-shela-35-ep2,20.4,-0.835556,,IRAC Map PC,42835200,IRACPC-SHELA-shela-35-ep2,2012-02-17 18:39:36,2012-02-17 21:21:34,80100,"Papovich, Casey"
GRB160117A,SHELA-shela-29-ep1,20.295833,-0.293333,,IRAC Map PC,42815488,IRACPC-SHELA-shela-29-ep1,2011-10-04 16:50:41,2011-10-04 19:32:51,80100,"Papovich, Casey"
GRB160117A,SHELA-shela-29-ep3,20.329167,-0.293333,,IRAC Map PC,42814464,IRACPC-SHELA-shela-29-ep3,2012-10-04 03:44:42,2012-10-04 06:25:56,80100,"Papovich, Casey"
GRB151210A,GRB151210A,65.116833,-71.250694,,IRAC Map PC,62083328,GRB151210A,2016-12-08 05:09:48,2016-12-08 06:14:33,13104,"Perley, Daniel A"
GRB151111A,GRB151111A,56.844792000000005,-44.162,,IRAC Map PC,62083072,GRB151111A,2017-10-25 06:11:08,2017-10-25 09:29:48,13104,"Perley, Daniel A"
GRB151107A,315.54709GLIMPSE,219.003273,-60.28654,,IRAC Map,9232896,l315.54709-00.00147.20040308,2004-03-11 21:23:32,2004-03-11 22:28:56,190,"Churchwell, Ed"
GRB151107A,315.17148GLIMPSE,218.30344900000003,-60.43248199999999,,IRAC Map,9226496,l315.17148-00.00199.20040308,2004-03-11 20:16:19,2004-03-11 21:23:25,190,"Churchwell, Ed"
GRB151031A,GRB151031A,83.196292,-39.121972,,IRAC Map PC,62082816,GRB151031A,2017-01-05 06:05:03,2017-01-05 06:49:12,13104,"Perley, Daniel A"
GRB151029A,GRB151029A,38.528,-35.385721999999994,,IRAC Map PC,63317248,GRB151029A - reobs,2017-10-20 15:06:08,2017-10-20 16:10:52,13104,"Perley, Daniel A"
GRB151027B,ic2118-irac2nd,76.466667,-6.464444,,IRAC Map,16940288,IRAC-ic 2118-2nd,2006-03-24 13:55:36,2006-03-24 15:40:09,266,"Spuck, Tim"
GRB151027B,GRB151027B,76.219542,-6.450222,,IRAC Map PC,62082304,GRB151027B,2017-06-26 04:51:59,2017-06-26 09:16:48,13104,"Perley, Daniel A"
GRB151027A,GRB151027A,272.48625,61.353611,,IRAC Map PC,62082048,GRB151027A,2016-11-03 23:39:06,2016-11-04 00:23:14,13104,"Perley, Daniel A"
GRB151021A,GRB151021A,337.643167,-33.197055999999996,,IRAC Map PC,62081792,GRB151021A,2017-02-26 08:37:29,2017-02-26 11:56:03,13104,"Perley, Daniel A"
GRB151004A,circinus,213.307958,-65.358333,,IRAC Map,25705728,circinus_big-irac-2,2009-03-20 09:38:13,2009-03-20 12:26:17,50173,"Jarrett, Thomas H"
GRB151004A,circinus,213.291292,-65.339028,,IRAC Map,25705472,circinus_big-irac-1,2009-03-20 12:26:22,2009-03-20 15:12:42,50173,"Jarrett, Thomas H"
GRB150915A,GRB150915A,319.657667,-34.913416999999995,,IRAC Map PC,62081536,GRB150915A,2017-08-14 07:36:12,2017-08-14 09:48:41,13104,"Perley, Daniel A"
GRB150910A,GRB150910A,5.667125,33.47275,,IRAC Map PC,62081280,GRB150910A,2016-11-09 07:11:20,2016-11-09 08:16:05,13104,"Perley, Daniel A"
GRB150831B,3.22330GLIMPSE,270.45653300000004,-27.298766999999998,,IRAC Map,21276928,l003.22330-02.25000.20070508,2007-05-11 21:34:38,2007-05-11 22:18:37,30570,"Benjamin, Robert A"
GRB150831B,3.21438GLIMPSE,270.45158599999996,-27.306520000000003,,IRAC Map,21311488,l003.21438-02.25000.20070514,2007-05-15 11:10:38,2007-05-15 11:38:55,30570,"Benjamin, Robert A"
GRB150831B,OB150843_MB150245,271.197042,-27.176471999999997,,IRAC Map PC,56763904,MGP15_OB150843_MB150245_W3_E08_T011_wk708_p8_s0010,2015-06-23 15:52:54,2015-06-23 16:01:20,11191,"Gould, Andrew"
GRB150831B,OB150843_MB150245,271.197042,-27.176471999999997,,IRAC Map PC,56860928,MGP15_OB150843_MB150245_W3_E04_T005_wk708_p4_s0026,2015-06-21 06:10:05,2015-06-21 06:18:31,11191,"Gould, Andrew"
GRB150831B,MB150245_OB150843,269.32099999999997,-27.857056,,IRAC Map PC,56843264,MGP15_MB150245_OB150843_W3_E10_T032_wk708_p10_s0020,2015-06-24 20:46:20,2015-06-24 20:54:46,11191,"Gould, Andrew"
GRB150831B,OB151148_OB150843,270.259625,-28.686111,,IRAC Map PC,56871936,MGP15_OB151148_OB150843_W3_E09_T008_wk708_p9_s0052,2015-06-24 09:59:21,2015-06-24 10:07:48,11191,"Gould, Andrew"
GRB150831B,MB150245_OB150843,269.32099999999997,-27.857056,,IRAC Map PC,56948736,MGP15_MB150245_OB150843_W3_E06_T017_wk708_p6_s0022,2015-06-22 05:42:07,2015-06-22 05:50:34,11191,"Gould, Andrew"
GRB150831B,OB150034_OB150843,270.580333,-27.516083000000002,,IRAC Map PC,57149696,MGP15_OB150034_OB150843_W4_E05_T005_wk709_p5_s0008,2015-06-30 04:05:35,2015-06-30 04:13:44,11192,"Gould, Andrew"
GRB150831B,OB151295_OB150977,270.226042,-27.302139,,IRAC Map PC,57209344,MGP15_OB151295_OB150977_W5_E02_T014_wk710_p2_s0115,2015-07-04 09:27:47,2015-07-04 09:36:16,11193,"Gould, Andrew"
GRB150831B,OB151435_OB151395,269.842167,-27.219222,,IRAC Map PC,57175552,MGP15_OB151435_OB151395_W4_E03_T003_wk709_p3_s0030,2015-06-28 02:49:14,2015-06-28 02:57:42,11192,"Gould, Andrew"
GRB150831B,OB151448_OB151416,270.93933300000003,-27.852194,,IRAC Map PC,57236480,MGP15_OB151448_OB151416_W5_E07_T007_wk710_p7_s0036,2015-07-09 06:51:58,2015-07-09 07:00:09,11193,"Gould, Andrew"
GRB150831B,OB151416_OB150034,270.9375,-26.848056,,IRAC Map PC,57274112,MGP15_OB151416_OB150034_W5_E02_T002_wk710_p2_s0105,2015-07-04 07:57:18,2015-07-04 08:05:30,11193,"Gould, Andrew"
GRB150831B,OB150034_OB151416,270.580333,-27.516083000000002,,IRAC Map PC,57255680,MGP15_OB150034_OB151416_W5_E06_T006_wk710_p6_s0046,2015-07-08 08:32:41,2015-07-08 08:40:53,11193,"Gould, Andrew"
GRB150831B,OB151295_OB150843,270.226042,-27.302139,,IRAC Map PC,57324288,MGP15_OB151295_OB150843_W5_E07_T053_wk710_p7_s0045,2015-07-09 07:55:52,2015-07-09 08:04:03,11193,"Gould, Andrew"
GRB150831B,OB151295_OB151448,270.226042,-27.302139,,IRAC Map PC,57286400,MGP15_OB151295_OB151448_W5_E05_T037_wk710_p5_s0056,2015-07-07 14:37:23,2015-07-07 14:45:36,11193,"Gould, Andrew"
GRB150831B,OB151295_OB151448,270.226042,-27.302139,,IRAC Map PC,57289216,MGP15_OB151295_OB151448_W5_E06_T045_wk710_p6_s0055,2015-07-08 09:33:07,2015-07-08 09:41:21,11193,"Gould, Andrew"
GRB150831B,OB150843_OB151416,271.197042,-27.176471999999997,,IRAC Map PC,57387264,MGP15_OB150843_OB151416_W5_E03_T004_wk710_p3_s0187,2015-07-06 05:48:05,2015-07-06 05:56:08,11193,"Gould, Andrew"
GRB150831B,OB151416_OB150843,270.9375,-26.848056,,IRAC Map PC,57375232,MGP15_OB151416_OB150843_W5_E01_T001_wk710_p1_s0069,2015-07-03 13:36:12,2015-07-03 13:44:15,11193,"Gould, Andrew"
GRB150831B,OB151374_OB151440,271.134375,-26.887806,,IRAC Map PC,57470720,MGP15_OB151374_OB151440_W6_E04_T009_wk711_p4_s0056,2015-07-13 13:07:49,2015-07-13 13:16:01,11194,"Gould, Andrew"
GRB150831B,OB151374_OB151440,271.134375,-26.887806,,IRAC Map PC,57423360,MGP15_OB151374_OB151440_W6_E05_T011_wk711_p5_s0087,2015-07-14 06:39:39,2015-07-14 06:47:52,11194,"Gould, Andrew"
GRB150831B,OB151374_OB151440,271.134375,-26.887806,,IRAC Map PC,57438720,MGP15_OB151374_OB151440_W6_E06_T013_wk711_p6_s0014,2015-07-15 09:05:52,2015-07-15 09:14:03,11194,"Gould, Andrew"
GRB150831B,OB151416_OB150034,270.9375,-26.848056,,IRAC Map PC,57419008,MGP15_OB151416_OB150034_W6_E01_T001_wk711_p1_s0066,2015-07-10 06:16:45,2015-07-10 06:24:57,11194,"Gould, Andrew"
GRB150831B,OB151295_OB151374,270.226042,-27.302139,,IRAC Map PC,57436672,MGP15_OB151295_OB151374_W6_E01_T004_wk711_p1_s0083,2015-07-10 08:41:26,2015-07-10 08:49:39,11194,"Gould, Andrew"
GRB150831B,OB151295_OB151374,270.226042,-27.302139,,IRAC Map PC,57429248,MGP15_OB151295_OB151374_W6_E02_T008_wk711_p2_s0042,2015-07-11 08:59:41,2015-07-11 09:07:57,11194,"Gould, Andrew"
GRB150831B,OB151374_OB151440,271.134375,-26.887806,,IRAC Map PC,57529088,MGP15_OB151374_OB151440_W6_E02_T003_wk711_p2_s0002,2015-07-11 03:42:50,2015-07-11 03:51:02,11194,"Gould, Andrew"
GRB150831B,OB151374_OB151440,271.134375,-26.887806,,IRAC Map PC,57511936,MGP15_OB151374_OB151440_W6_E03_T005_wk711_p3_s0010,2015-07-12 00:49:31,2015-07-12 00:57:41,11194,"Gould, Andrew"
GRB150831B,OB151374_OB151440,271.134375,-26.887806,,IRAC Map PC,57528320,MGP15_OB151374_OB151440_W6_E01_T001_wk711_p1_s0043,2015-07-10 03:16:46,2015-07-10 03:24:57,11194,"Gould, Andrew"
GRB150831B,OB151374_OB151440,271.134375,-26.887806,,IRAC Map PC,57540352,MGP15_OB151374_OB151440_W6_E06_T015_wk711_p6_s0102,2015-07-15 21:27:12,2015-07-15 21:35:24,11194,"Gould, Andrew"
GRB150831B,OB151295_OB151374,270.226042,-27.302139,,IRAC Map PC,57485568,MGP15_OB151295_OB151374_W6_E05_T024_wk711_p5_s0127,2015-07-14 11:52:40,2015-07-14 12:00:56,11194,"Gould, Andrew"
GRB150831B,OB151416_OB150034,270.9375,-26.848056,,IRAC Map PC,57514240,MGP15_OB151416_OB150034_W6_E02_T002_wk711_p2_s0025,2015-07-11 06:43:23,2015-07-11 06:51:35,11194,"Gould, Andrew"
GRB150831B,OB151295_OB151374,270.226042,-27.302139,,IRAC Map PC,57507584,MGP15_OB151295_OB151374_W6_E03_T016_wk711_p3_s0154,2015-07-12 20:41:44,2015-07-12 20:49:59,11194,"Gould, Andrew"
GRB150831B,OB151374_OB151440,271.134375,-26.887806,,IRAC Map PC,57574144,MGP15_OB151374_OB151440_W6_E03_T007_wk711_p3_s0114,2015-07-12 15:25:42,2015-07-12 15:33:54,11194,"Gould, Andrew"
GRB150831B,OB151295_OB151374,270.226042,-27.302139,,IRAC Map PC,57592320,MGP15_OB151295_OB151374_W6_E05_T020_wk711_p5_s0026,2015-07-13 21:42:53,2015-07-13 21:51:09,11194,"Gould, Andrew"
GRB150831B,OB151295_OB151374,270.226042,-27.302139,,IRAC Map PC,57574400,MGP15_OB151295_OB151374_W6_E06_T028_wk711_p6_s0050,2015-07-15 14:01:20,2015-07-15 14:09:34,11194,"Gould, Andrew"
GRB150831B,OB151374_OB151440,271.134375,-26.887806,,IRAC Map PC,57637120,MGP15_OB151374_OB151440_W7_E03_T027_wk712_p3_s0097,2015-07-19 08:26:16,2015-07-19 08:34:29,11195,"Gould, Andrew"
GRB150831B,OB151374_OB151440,271.134375,-26.887806,,IRAC Map PC,57670656,MGP15_OB151374_OB151440_W7_E02_T021_wk712_p2_s0079,2015-07-18 09:47:53,2015-07-18 09:56:05,11195,"Gould, Andrew"
GRB150831B,OB151374_OB151440,271.134375,-26.887806,,IRAC Map PC,57671424,MGP15_OB151374_OB151440_W7_E02_T019_wk712_p2_s0013,2015-07-18 00:14:55,2015-07-18 00:23:07,11195,"Gould, Andrew"
GRB150831B,OB151295_OB151374,270.226042,-27.302139,,IRAC Map PC,57612288,MGP15_OB151295_OB151374_W7_E02_T044_wk712_p2_s0109,2015-07-18 14:00:06,2015-07-18 14:08:22,11195,"Gould, Andrew"
GRB150831B,OB151295_OB151374,270.226042,-27.302139,,IRAC Map PC,57610496,MGP15_OB151295_OB151374_W6_E03_T012_wk711_p3_s0050,2015-07-12 06:04:39,2015-07-12 06:12:53,11194,"Gould, Andrew"
GRB150831B,OB151295_OB151374,270.226042,-27.302139,,IRAC Map PC,57614080,MGP15_OB151295_OB151374_W7_E01_T036_wk712_p1_s0101,2015-07-17 11:38:02,2015-07-17 11:46:17,11195,"Gould, Andrew"
GRB150831B,OB151295_OB151374,270.226042,-27.302139,,IRAC Map PC,57656320,MGP15_OB151295_OB151374_W7_E02_T040_wk712_p2_s0045,2015-07-18 04:46:36,2015-07-18 04:54:51,11195,"Gould, Andrew"
GRB150831B,OB151295_OB151374,270.226042,-27.302139,,IRAC Map PC,57668096,MGP15_OB151295_OB151374_W7_E01_T032_wk712_p1_s0020,2015-07-17 00:06:53,2015-07-17 00:15:08,11195,"Gould, Andrew"
GRB150831B,OB151440_OB151295,270.973167,-27.707417,,IRAC Map PC,57646080,MGP15_OB151440_OB151295_W7_E03_T026_wk712_p3_s0080,2015-07-19 06:19:05,2015-07-19 06:27:19,11195,"Gould, Andrew"
GRB150831B,OB151440_OB151295,270.973167,-27.707417,,IRAC Map PC,57647360,MGP15_OB151440_OB151295_W7_E03_T024_wk712_p3_s0033,2015-07-19 00:01:17,2015-07-19 00:09:31,11195,"Gould, Andrew"
GRB150831B,OB151374_OB151440,271.134375,-26.887806,,IRAC Map PC,57677312,MGP15_OB151374_OB151440_W7_E03_T023_wk712_p3_s0006,2015-07-18 20:26:02,2015-07-18 20:34:15,11195,"Gould, Andrew"
GRB150831B,OB151374_OB151440,271.134375,-26.887806,,IRAC Map PC,57672960,MGP15_OB151374_OB151440_W7_E01_T017_wk712_p1_s0067,2015-07-17 07:05:17,2015-07-17 07:13:29,11195,"Gould, Andrew"
GRB150831B,OB151374_OB151440,271.134375,-26.887806,,IRAC Map PC,57700608,MGP15_OB151374_OB151440_W7_E03_T025_wk712_p3_s0054,2015-07-19 02:52:46,2015-07-19 03:00:59,11195,"Gould, Andrew"
GRB150831B,OB151440_OB151295,270.973167,-27.707417,,IRAC Map PC,57690880,MGP15_OB151440_OB151295_W7_E03_T028_wk712_p3_s0122,2015-07-19 11:43:31,2015-07-19 11:51:45,11195,"Gould, Andrew"
GRB150821A,GRB150821A,341.913042,-57.893917,,IRAC Map PC,62081024,GRB150821A,2017-01-03 08:08:43,2017-01-03 08:37:56,13104,"Perley, Daniel A"
GRB150818A,GRB150818A,230.35595800000002,68.3425,,IRAC Map PC,62080768,GRB150818A,2017-02-03 03:24:39,2017-02-03 03:41:18,13104,"Perley, Daniel A"
GRB150817A,GRB150817A,249.63325,-12.053194,,IRAC Map PC,62080512,GRB150817A,2016-11-16 13:04:43,2016-11-16 13:21:24,13104,"Perley, Daniel A"
GRB150727A,GRB150727A,203.96883300000002,-18.325360999999997,,IRAC Map PC,62080256,GRB150727A,2017-04-29 01:12:39,2017-04-29 01:41:50,13104,"Perley, Daniel A"
GRB150716A,19.26198GLIMPSE,278.278388,-13.033642,,IRAC Map,21298688,l019.26198-01.92442.20070511,2007-05-15 00:06:25,2007-05-15 00:59:56,30570,"Benjamin, Robert A"
GRB150711A,GRB150711A,221.626583,-35.456139,,IRAC Map PC,62080000,GRB150711A,2016-11-05 03:44:46,2016-11-05 04:49:31,13104,"Perley, Daniel A"
GRB150616A,GRB150616A,314.71675,-53.393889,,IRAC Map PC,62079744,GRB150616A,2017-01-07 00:10:31,2017-01-07 01:15:16,13104,"Perley, Daniel A"
GRB150608A,SDSSJ005452.85-001344.6,13.720246,-0.22906500000000002,,IRAC Map PC,34913536,IRACPC-1OBJ-0168,2009-08-24 03:42:20,2009-08-24 03:48:39,60139,"Richards, Gordon T"
GRB150608A,SPIES-05537,13.905999999999999,-0.008333,,IRAC Map PC,46976768,IRACPC-SPIES-05537,2014-10-20 16:20:24,2014-10-20 21:33:14,90045,"Richards, Gordon T"
GRB150608A,SPIES-05524,13.854000000000001,0.008333,,IRAC Map PC,46980608,IRACPC-SPIES-05524,2014-10-20 21:34:09,2014-10-21 02:47:06,90045,"Richards, Gordon T"
GRB150608A,SPIES-05256,13.235999999999999,-0.008333,,IRAC Map PC,46952704,IRACPC-SPIES-05256,2014-10-17 18:21:21,2014-10-17 23:33:34,90045,"Richards, Gordon T"
GRB150608A,SHELA-shela-61-ep2,13.920832999999998,0.278333,,IRAC Map PC,42830592,IRACPC-SHELA-shela-61-ep2,2012-02-13 07:15:03,2012-02-13 09:57:01,80100,"Papovich, Casey"
GRB150607A,GRB150607A,139.988333,68.436194,,IRAC Map PC,62079488,GRB150607A,2017-07-07 22:13:02,2017-07-07 23:17:47,13104,"Perley, Daniel A"
GRB150530A,100.48978GLIMPSE,327.594494,57.536373,,IRAC Map PC,37879552,l100.48978+02.78000.20090903,2009-09-09 02:36:14,2009-09-09 03:49:43,60020,"Whitney, Barbara A"
GRB150514A,GRB150514A,74.87625,-60.968417,,IRAC Map PC,62079232,GRB150514A,2016-12-08 04:34:14,2016-12-08 05:07:18,13104,"Perley, Daniel A"
GRB150510A,HELMS_RED_127,16.137620000000002,4.75286,,IRAC Map PC,60769792,IRACPC - HELMS_RED_127,2017-11-21 08:07:43,2017-11-21 08:53:17,13042,"Cooray, Asantha R"
GRB150510A,HELMS_RED_212,16.291710000000002,4.70643,,IRAC Map PC,60775936,IRACPC - HELMS_RED_212,2018-03-30 20:54:49,2018-03-30 21:40:21,13042,"Cooray, Asantha R"
GRB150430A,GRB150430A,326.479875,-27.901806,,IRAC Map PC,62078976,GRB150430A,2017-01-26 07:04:14,2017-01-26 08:08:59,13104,"Perley, Daniel A"
GRB150428A,NGC4532,188.58104,6.467333,,IRAC Map PC,60858112,PGC41811-2,2017-10-17 17:54:36,2017-10-17 18:20:07,13053,"Kasliwal, Mansi"
GRB150428A,NGC4532,188.58104,6.467333,,IRAC Map PC,60857856,PGC41811-1,2017-05-06 18:04:53,2017-05-06 18:30:24,13053,"Kasliwal, Mansi"
GRB150428A,NGC4532,188.58104,6.467333,,IRAC Map PC,60858368,PGC41811-3,2018-05-12 14:28:33,2018-05-12 14:54:04,13053,"Kasliwal, Mansi"
GRB150428A,NGC4532,188.58104,6.467333,,IRAC Map PC,60857600,PGC41811-0,2017-04-07 17:29:56,2017-04-07 17:55:26,13053,"Kasliwal, Mansi"
GRB150428A,NGC4532,188.581042,6.467333,,IRAC Map PC,50544128,PGC41811-2,2014-08-24 21:21:21,2014-08-24 21:47:15,10136,"Kasliwal, Mansi"
GRB150428A,NGC4532,188.581042,6.467333,,IRAC Map PC,50544896,PGC41811-0,2014-03-15 08:57:43,2014-03-15 09:23:37,10136,"Kasliwal, Mansi"
GRB150428A,NGC4532,188.581042,6.467333,,IRAC Map PC,50544384,PGC41811-1,2014-04-12 17:04:13,2014-04-12 17:30:08,10136,"Kasliwal, Mansi"
GRB150428A,n4532,188.580833,6.468972,,IRAC Map,19265024,IRAC-n4532-A,2007-02-17 12:53:13,2007-02-17 13:04:51,30945,"Kenney, Jeffrey D"
GRB150428A,n4532,188.580833,6.468972,,IRAC Map,19264768,IRAC-n4532,2007-02-17 13:05:26,2007-02-17 13:17:14,30945,"Kenney, Jeffrey D"
GRB150428A,NGC4532,188.58104,6.467333,,IRAC Map PC,52981248,PGC41811-4,2016-04-05 11:08:02,2016-04-05 11:33:32,11063,"Kasliwal, Mansi"
GRB150428A,NGC4532,188.58104,6.467333,,IRAC Map PC,52980992,PGC41811-3,2016-03-30 22:49:20,2016-03-30 23:14:50,11063,"Kasliwal, Mansi"
GRB150428A,NGC4532,188.58104,6.467333,,IRAC Map PC,52980736,PGC41811-2,2015-09-26 02:53:33,2015-09-26 03:19:03,11063,"Kasliwal, Mansi"
GRB150428A,NGC4532,188.58104,6.467333,,IRAC Map PC,52981504,PGC41811-5,2016-04-19 06:04:32,2016-04-19 06:30:03,11063,"Kasliwal, Mansi"
GRB150424A,GRB150424A,152.30575,-26.630971999999996,,IRAC Map PC,62078464,GRB150424A,2017-03-14 00:57:55,2017-03-14 01:27:06,13104,"Perley, Daniel A"
GRB150413A,GRB150413A,190.424917,71.841111,,IRAC Map PC,62078208,GRB150413A,2018-02-20 19:32:58,2018-02-20 23:57:39,13104,"Perley, Daniel A"
GRB150403A,GRB150403A,311.504792,-62.711389000000004,,IRAC Map PC,62077952,GRB150403A,2017-08-01 12:48:00,2017-08-01 16:06:34,13104,"Perley, Daniel A"
GRB150323A,GRB150323A,128.178458,45.464861,,IRAC Map PC,62077696,GRB150323A,2017-01-30 15:18:42,2017-01-30 15:47:53,13104,"Perley, Daniel A"
GRB150318A,GRB150318A,325.006167,-61.456722,,IRAC Map PC,62077440,GRB150318A,2016-12-19 03:05:48,2016-12-19 04:10:33,13104,"Perley, Daniel A"
GRB150317A,GRB150317A,138.984667,55.465722,,IRAC Map PC,62077184,GRB150317A,2017-02-15 13:14:44,2017-02-15 14:19:29,13104,"Perley, Daniel A"
GRB150317A,GRB150317A,138.984667,55.465722,,IRAC Map PC,63314944,GRB150317A - ch2,2017-07-30 16:26:28,2017-07-30 16:59:31,13104,"Perley, Daniel A"
GRB150314A,GRB150314A,126.670708,63.834222,,IRAC Map PC,62076928,GRB150314A,2017-02-01 16:24:07,2017-02-01 17:28:52,13104,"Perley, Daniel A"
GRB150301C,m 31 center,10.691667,41.25,,IRAC Map,15213824,I-center-f,2005-08-18 18:32:12,2005-08-18 19:43:08,3126,"Barmby, Pauline"
GRB150301C,m 31 center,10.691667,41.25,,IRAC Map,15214336,I-center-d,2005-08-18 11:15:50,2005-08-18 12:26:46,3126,"Barmby, Pauline"
GRB150301C,m 31 center,10.691667,41.25,,IRAC Map,15214080,I-center-e,2005-08-18 14:51:52,2005-08-18 16:02:49,3126,"Barmby, Pauline"
GRB150301C,m 31 E,11.356708,41.25,,IRAC Map,15214592,I-E-e,2005-08-18 19:44:01,2005-08-18 22:07:14,3126,"Barmby, Pauline"
GRB150301C,m 31 E,11.356708,41.25,,IRAC Map,15215104,I-E-d,2005-08-18 12:27:39,2005-08-18 14:50:53,3126,"Barmby, Pauline"
GRB150301C,m 31 NE,11.356792,41.935694,,IRAC Map,12550144,I-NE-b,2005-01-21 12:49:19,2005-01-21 15:11:50,3126,"Barmby, Pauline"
GRB150301C,m 31 center,10.684667,41.269028000000006,,IRAC Map,12552192,I-center-b,2005-01-20 10:27:34,2005-01-20 11:38:46,3126,"Barmby, Pauline"
GRB150301C,m 31 center,10.684667,41.269028000000006,,IRAC Map,12551680,I-center-c,2005-01-20 14:00:26,2005-01-20 15:11:37,3126,"Barmby, Pauline"
GRB150301C,m 31 center,10.684667,41.269028000000006,,IRAC Map,12552704,I-center-a,2005-01-20 06:54:37,2005-01-20 08:05:49,3126,"Barmby, Pauline"
GRB150301C,m 31 NE,11.356792,41.935694,,IRAC Map,12550400,I-NE-a,2005-01-21 03:34:47,2005-01-21 05:57:32,3126,"Barmby, Pauline"
GRB150301C,m 31 East,11.349875,41.269028000000006,,IRAC Map,12550656,I-East-b,2005-01-21 01:09:14,2005-01-21 03:32:58,3126,"Barmby, Pauline"
GRB150301C,m 31 East,11.349875,41.269028000000006,,IRAC Map,12550912,I-East-a,2005-01-20 22:43:52,2005-01-21 01:07:31,3126,"Barmby, Pauline"
GRB150301B,GRB150301B,89.16641700000001,-57.969443999999996,,IRAC Map PC,62076672,GRB150301B,2016-11-06 04:30:15,2016-11-06 05:35:00,13104,"Perley, Daniel A"
